date,C1_extreme_exposure,C2_style_homogeneity,C3_turnover_crowding,C4_return_spike
2024-10-31,0.286,0.496772464545609,-0.3576535500942116,0.03989878424163805
2024-11-29,0.318,0.4979854235203331,-0.4178423499673244,0.043217734923656256
2024-12-31,0.33,0.48712207295373483,-0.31666805814496257,0.0453322261264315
2025-01-27,0.334,0.5292750666366589,-0.38450184184498215,0.04749459382140141
2025-02-28,0.33,0.5362142053523075,-0.35730259412562865,0.044873951644560664
2025-03-31,0.33,0.5315056757119732,-0.33232697196355737,0.04150292543609821
2025-04-30,0.324,0.5018784376531619,-0.22830642438641122,0.04172193521943528
2025-05-30,0.282,0.480543411464298,-0.17197759098907056,0.038901679657095324
2025-06-30,0.298,0.4859548449975087,-0.11907891061983898,0.036935037816476106
2025-07-31,0.3,0.45002529481339915,-0.164036817414265,0.029086472772234705
2025-08-29,0.314,0.44379383509694875,-0.006772003827330445,0.027785046398081555
2025-09-30,0.284,0.46544533060637,0.004937836786345091,0.03304033821590544
2025-10-31,0.296,0.4562111034787635,0.09968239462893334,0.0340327785492658
2025-11-28,0.286,0.44568396070828864,0.12886926146517338,0.03553139999033401
